id,action block 1,context,simplified sentence 1,partial start time 1,owner 1,original action 1,most similar action 1,speed 1,duration 1,rotation 1,translation 1,target 1,prop 1,location modifier 1,direction modifier 1,manner 1,emotion 1,Action Block 2,simplified sentence 2,partial start time 2,owner 2,original action 2,most similar action 2,speed 2,duration 2,rotation 2,translation 2,target 2,prop 2,location modifier 2,direction modifier 2,manner 2,emotion 2,Action Block 3,simplified sentence 3,partial start time 3,owner 3,original action 3,most similar action 3,speed 3,duration 3,rotation 3,translation 3,target 3,prop 3,location modifier 3,direction modifier 3,manner 3,emotion 3,Action Block 4,simplified sentence 4,partial start time 4,owner 4,original action 4,most similar action 4,speed 4,duration 4,rotation 4,translation 4,target 4,prop 4,location modifier 4,direction modifier 4,manner 4,emotion 4,Action Block 5,simplified sentence 5,partial start time 5,owner 5,original action 5,most similar action 5,speed 5,duration 5,rotation 5,translation 5,target 5,prop 5,location modifier 5,direction modifier 5,manner 5,emotion 5,Action Block 6,simplified sentence 6,partial start time 6,owner 6,original action 6,most similar action 6,speed 6,duration 6,rotation 6,translation 6,target 6,prop 6,location modifier 6,direction modifier 6,manner 6,emotion 6,Action Block 7,simplified sentence 7,partial start time 7,owner 7,original action 7,most similar action 7,speed 7,duration 7,rotation 7,translation 7,target 7,prop 7,location modifier 7,direction modifier 7,manner 7,emotion 7,Action Block 8,simplified sentence 8,partial start time 8,owner 8,original action 8,most similar action 8,speed 8,duration 8,rotation 8,translation 8,target 8,prop 8,location modifier 8,direction modifier 8,manner 8,emotion 8,Action Block 9,simplified sentence 9,partial start time 9,owner 9,original action 9,most similar action 9,speed 9,duration 9,rotation 9,translation 9,target 9,prop 9,location modifier 9,direction modifier 9,manner 9,emotion 9,Action Block 10,simplified sentence 10,partial start time 10,owner 10,original action 10,most similar action 10,speed 10,duration 10,rotation 10,translation 10,target 10,prop 10,location modifier 10,direction modifier 10,manner 10,emotion 10,Action Block 11,simplified sentence 11,partial start time 11,owner 11,original action 11,most similar action 11,speed 11,duration 11,rotation 11,translation 11,target 11,prop 11,location modifier 11,direction modifier 11,manner 11,emotion 11,Action Block 12,simplified sentence 12,partial start time 12,owner 12,original action 12,most similar action 12,speed 12,duration 12,rotation 12,translation 12,target 12,prop 12,location modifier 12,direction modifier 12,manner 12,emotion 12
296,"GRUMBLING, Carl kneels at the fireplace to cut a few balloon strings with his housekeys.","RUSSELL
	I know that cloud, it's a Cumulo Nimbus. Did you know that the Cumulo Nimbus...
			INT. CARL'S HOUSE, LIVING ROOM - DAY - CONTINUOUS","Grumbling, Carl kneels at the fireplace.",0,Carl,kneels,sit,neutral,neutral,Yes,No,fireplace,,,,grumbling,,"GRUMBLING, Carl kneels at the fireplace to cut a few balloon strings with his housekeys.",Carl cuts a few balloon strings with his housekeys.,1,Carl,cuts,cut,neutral,neutral,Yes,No,strings,house keys,,,,,"GRUMBLING, Carl kneels at the fireplace to cut a few balloon strings with his housekeys.",,,,,,,,,,,,,,,,"GRUMBLING, Carl kneels at the fireplace to cut a few balloon strings with his housekeys.",,,,,,,,,,,,,,,,"GRUMBLING, Carl kneels at the fireplace to cut a few balloon strings with his housekeys.",,,,,,,,,,,,,,,,"GRUMBLING, Carl kneels at the fireplace to cut a few balloon strings with his housekeys.",,,,,,,,,,,,,,,,"GRUMBLING, Carl kneels at the fireplace to cut a few balloon strings with his housekeys.",,,,,,,,,,,,,,,,"GRUMBLING, Carl kneels at the fireplace to cut a few balloon strings with his housekeys.",,,,,,,,,,,,,,,,"GRUMBLING, Carl kneels at the fireplace to cut a few balloon strings with his housekeys.",,,,,,,,,,,,,,,,"GRUMBLING, Carl kneels at the fireplace to cut a few balloon strings with his housekeys.",,,,,,,,,,,,,,,,"GRUMBLING, Carl kneels at the fireplace to cut a few balloon strings with his housekeys.",,,,,,,,,,,,,,,,"GRUMBLING, Carl kneels at the fireplace to cut a few balloon strings with his housekeys.",,,,,,,,,,,,,,,
297,A huge lightning bolt flash lights up the room. Carl turns on his hearing aid.,"RUSSELL
nearly silent
	Mr. Fredricksen, there's a big storm coming. It's starting to get scary. We're gonna get blown to bits! We're in big trouble, Mr. Fredricksen!",A huge lightning bolt flash lights up the room.,0,lightning bolt flash,lights,go,neutral,neutral,No,,,,the room,,,,A huge lightning bolt flash lights up the room. Carl turns on his hearing aid.,Carl turns on his hearing aid.,1,Carl,turns on,turn,neutral,neutral,Yes,No,hearing aid,,,,,,A huge lightning bolt flash lights up the room. Carl turns on his hearing aid.,,,,,,,,,,,,,,,,A huge lightning bolt flash lights up the room. Carl turns on his hearing aid.,,,,,,,,,,,,,,,,A huge lightning bolt flash lights up the room. Carl turns on his hearing aid.,,,,,,,,,,,,,,,,A huge lightning bolt flash lights up the room. Carl turns on his hearing aid.,,,,,,,,,,,,,,,,A huge lightning bolt flash lights up the room. Carl turns on his hearing aid.,,,,,,,,,,,,,,,,A huge lightning bolt flash lights up the room. Carl turns on his hearing aid.,,,,,,,,,,,,,,,,A huge lightning bolt flash lights up the room. Carl turns on his hearing aid.,,,,,,,,,,,,,,,,A huge lightning bolt flash lights up the room. Carl turns on his hearing aid.,,,,,,,,,,,,,,,,A huge lightning bolt flash lights up the room. Carl turns on his hearing aid.,,,,,,,,,,,,,,,,A huge lightning bolt flash lights up the room. Carl turns on his hearing aid.,,,,,,,,,,,,,,,
298,The storm rages. The house is tossed into the storm clouds. All goes black.,"EXT. CARL'S HOUSE, FLOATING",The storm rages.,0,storm,rages,dance,neutral,neutral,Yes,Yes,,,,,,,The storm rages. The house is tossed into the storm clouds. All goes black.,The house is tossed into the storm clouds.,0,house,tossed,fall,neutral,neutral,Yes,Yes,storm clouds,,,,,,The storm rages. The house is tossed into the storm clouds. All goes black.,,,,,,,,,,,,,,,,The storm rages. The house is tossed into the storm clouds. All goes black.,,,,,,,,,,,,,,,,The storm rages. The house is tossed into the storm clouds. All goes black.,,,,,,,,,,,,,,,,The storm rages. The house is tossed into the storm clouds. All goes black.,,,,,,,,,,,,,,,,The storm rages. The house is tossed into the storm clouds. All goes black.,,,,,,,,,,,,,,,,The storm rages. The house is tossed into the storm clouds. All goes black.,,,,,,,,,,,,,,,,The storm rages. The house is tossed into the storm clouds. All goes black.,,,,,,,,,,,,,,,,The storm rages. The house is tossed into the storm clouds. All goes black.,,,,,,,,,,,,,,,,The storm rages. The house is tossed into the storm clouds. All goes black.,,,,,,,,,,,,,,,,The storm rages. The house is tossed into the storm clouds. All goes black.,,,,,,,,,,,,,,,
299,Carl opens the window and looks out.,"RUSSELL
	I steered us. I did! I steered the house!
		CARL
	Steered us? 31.
		RUSSELL
	After you tied your stuff down you took a nap, so I went ahead and steered us down here.
			EXT. CARL'S HOUSE, WINDOW",Carl opens the window.,0,Carl,opens,open,neutral,,Yes,No,window,,,,,,Carl opens the window and looks out.,Carl looks out the window.,1,Carl,look,look,neutral,neutral,No,No,window,,,,,,Carl opens the window and looks out.,,,,,,,,,,,,,,,,Carl opens the window and looks out.,,,,,,,,,,,,,,,,Carl opens the window and looks out.,,,,,,,,,,,,,,,,Carl opens the window and looks out.,,,,,,,,,,,,,,,,Carl opens the window and looks out.,,,,,,,,,,,,,,,,Carl opens the window and looks out.,,,,,,,,,,,,,,,,Carl opens the window and looks out.,,,,,,,,,,,,,,,,Carl opens the window and looks out.,,,,,,,,,,,,,,,,Carl opens the window and looks out.,,,,,,,,,,,,,,,,Carl opens the window and looks out.,,,,,,,,,,,,,,,
300,"Carl and Russell stand on the porch as the house moves down into and through the thick, dark clouds.","RUSSELL (O.S.)
	Whoah, that's gonna be like a billion transfers to get back to my house.
			EXT. CARL'S HOUSE, PORCH",Car stands on the porch.,0,Carl,stands,stand,neutral,neutral,No,No,,,on the porch,,,,"Carl and Russell stand on the porch as the house moves down into and through the thick, dark clouds.",Russell stands on the porch.,0,Russell,stands,stand,neutral,neutral,No,No,,,on the porch,,,,"Carl and Russell stand on the porch as the house moves down into and through the thick, dark clouds.",The house moves down into the clouds.,1,house,moves,go,neutral,neutral,Yes,Yes,clouds,,,down into,,,"Carl and Russell stand on the porch as the house moves down into and through the thick, dark clouds.","The house moves through thick, dark clouds.",2,house,moves,go,fast ,short,Yes,Yes,cloud,,,through,dark,,"Carl and Russell stand on the porch as the house moves down into and through the thick, dark clouds.",,,,,,,,,,,,,,,,"Carl and Russell stand on the porch as the house moves down into and through the thick, dark clouds.",,,,,,,,,,,,,,,,"Carl and Russell stand on the porch as the house moves down into and through the thick, dark clouds.",,,,,,,,,,,,,,,,"Carl and Russell stand on the porch as the house moves down into and through the thick, dark clouds.",,,,,,,,,,,,,,,,"Carl and Russell stand on the porch as the house moves down into and through the thick, dark clouds.",,,,,,,,,,,,,,,,"Carl and Russell stand on the porch as the house moves down into and through the thick, dark clouds.",,,,,,,,,,,,,,,,"Carl and Russell stand on the porch as the house moves down into and through the thick, dark clouds.",,,,,,,,,,,,,,,,"Carl and Russell stand on the porch as the house moves down into and through the thick, dark clouds.",,,,,,,,,,,,,,,
301,Russell goes limp and lies face down in the dirt.,"RUSSELL
	I'm tiiiired. And my knee hurts.
		CARL
	Which knee?
		RUSSELL
	My elbow hurts and I have to go to the bathroom.
		CARL
	I asked you about that five minutes ago!
		RUSSELL
	Well, I didn't have to go then!",Russell goes limp.,0,Russell,goes limp,sit,neutral,neutral,Yes,No,,,,,limp,,Russell goes limp and lies face down in the dirt.,Russell likes face down in the dirt.,1,Russell,lies,sleep,neutral,neutral,Yes,Yes,dirt,,,face down,,,Russell goes limp and lies face down in the dirt.,,,,,,,,,,,,,,,,Russell goes limp and lies face down in the dirt.,,,,,,,,,,,,,,,,Russell goes limp and lies face down in the dirt.,,,,,,,,,,,,,,,,Russell goes limp and lies face down in the dirt.,,,,,,,,,,,,,,,,Russell goes limp and lies face down in the dirt.,,,,,,,,,,,,,,,,Russell goes limp and lies face down in the dirt.,,,,,,,,,,,,,,,,Russell goes limp and lies face down in the dirt.,,,,,,,,,,,,,,,,Russell goes limp and lies face down in the dirt.,,,,,,,,,,,,,,,,Russell goes limp and lies face down in the dirt.,,,,,,,,,,,,,,,,Russell goes limp and lies face down in the dirt.,,,,,,,,,,,,,,,
302,"Somehow energized, Russell jams his pack into Carl's hands, secures his rope to a tree and tromps off into the shrubs. He goes into the woods carrying a small shovel in one hand and a pile of leaves in another.","RUSSELL
	Zoology.
		CARL
	Oh, for the love of Pete. Go on into the bushes and do your business.
		RUSSELL
	Okay! Here, hold my stuff. 39.","Somehow energized, Russell jams his pack into Carl's hands.",0,Russell,jams,give,fast ,short,Yes,Yes,backpack,Carl's hands,,,energized,,"Somehow energized, Russell jams his pack into Carl's hands, secures his rope to a tree and tromps off into the shrubs. He goes into the woods carrying a small shovel in one hand and a pile of leaves in another.",Russell secures his rope to a tree.,1,Russell,secures,touch,neutral,short,Yes,No,rope,tree,,,,,"Somehow energized, Russell jams his pack into Carl's hands, secures his rope to a tree and tromps off into the shrubs. He goes into the woods carrying a small shovel in one hand and a pile of leaves in another.",Russell tromps off into the shrubs.,2,Russell,tromps,go,fast ,neutral,Yes,Yes,shrubs,,,,,,"Somehow energized, Russell jams his pack into Carl's hands, secures his rope to a tree and tromps off into the shrubs. He goes into the woods carrying a small shovel in one hand and a pile of leaves in another.",Russell is carrying a small shovel.,2,Russell,carrying,touch,neutral,neutral,Yes,No,shovel,,,,,,"Somehow energized, Russell jams his pack into Carl's hands, secures his rope to a tree and tromps off into the shrubs. He goes into the woods carrying a small shovel in one hand and a pile of leaves in another.",Russell is carrying a pile of leaves in the other hand.,2,Russell,carrying,touch,neutral,neutral,Yes,No,pile of leaves,,,,,,"Somehow energized, Russell jams his pack into Carl's hands, secures his rope to a tree and tromps off into the shrubs. He goes into the woods carrying a small shovel in one hand and a pile of leaves in another.",,,,,,,,,,,,,,,,"Somehow energized, Russell jams his pack into Carl's hands, secures his rope to a tree and tromps off into the shrubs. He goes into the woods carrying a small shovel in one hand and a pile of leaves in another.",,,,,,,,,,,,,,,,"Somehow energized, Russell jams his pack into Carl's hands, secures his rope to a tree and tromps off into the shrubs. He goes into the woods carrying a small shovel in one hand and a pile of leaves in another.",,,,,,,,,,,,,,,,"Somehow energized, Russell jams his pack into Carl's hands, secures his rope to a tree and tromps off into the shrubs. He goes into the woods carrying a small shovel in one hand and a pile of leaves in another.",,,,,,,,,,,,,,,,"Somehow energized, Russell jams his pack into Carl's hands, secures his rope to a tree and tromps off into the shrubs. He goes into the woods carrying a small shovel in one hand and a pile of leaves in another.",,,,,,,,,,,,,,,,"Somehow energized, Russell jams his pack into Carl's hands, secures his rope to a tree and tromps off into the shrubs. He goes into the woods carrying a small shovel in one hand and a pile of leaves in another.",,,,,,,,,,,,,,,,"Somehow energized, Russell jams his pack into Carl's hands, secures his rope to a tree and tromps off into the shrubs. He goes into the woods carrying a small shovel in one hand and a pile of leaves in another.",,,,,,,,,,,,,,,
303,"Carl waits, standing by the tree his house is tied to.","RUSSELL
	I've always wanted to try this!",Carl stands by the tree.,0,Carl,stands,stand,neutral,neutral,No,No,,,by the tree,,,,"Carl waits, standing by the tree his house is tied to.",Carl's house is tied to a tree.,0,house,tied,touch,neutral,neutral,No,No,tree,,,,,,"Carl waits, standing by the tree his house is tied to.",,,,,,,,,,,,,,,,"Carl waits, standing by the tree his house is tied to.",,,,,,,,,,,,,,,,"Carl waits, standing by the tree his house is tied to.",,,,,,,,,,,,,,,,"Carl waits, standing by the tree his house is tied to.",,,,,,,,,,,,,,,,"Carl waits, standing by the tree his house is tied to.",,,,,,,,,,,,,,,,"Carl waits, standing by the tree his house is tied to.",,,,,,,,,,,,,,,,"Carl waits, standing by the tree his house is tied to.",,,,,,,,,,,,,,,,"Carl waits, standing by the tree his house is tied to.",,,,,,,,,,,,,,,,"Carl waits, standing by the tree his house is tied to.",,,,,,,,,,,,,,,,"Carl waits, standing by the tree his house is tied to.",,,,,,,,,,,,,,,
304,"Carl turns to look. Next to Russell stands a 13 foot tall, multicolored BIRD. Carl SCREAMS.","RUSSELL
	I found the snipe!
		CARL
humoring him
	Oh, did you?
		RUSSELL
	Are they tall?
		CARL
	Oh yes, they're very tall. 41.
		RUSSELL
	Do they have a lot of colors?
		CARL
	They do indeed.
		RUSSELL
	Do they like chocolate?
		CARL
	Oh ye- Chocolate?",Carl turns his head.,0,Carl,turns,turn,neutral,short,Yes,No,head,,,,,,"Carl turns to look. Next to Russell stands a 13 foot tall, multicolored BIRD. Carl SCREAMS.",A tall multicolored bird is standing next to Russell.,1,bird,standing,stand,neutral,short,No,No,,,next to Russell,,,,"Carl turns to look. Next to Russell stands a 13 foot tall, multicolored BIRD. Carl SCREAMS.",Carl screams.,2,Carl,screams,shout,fast ,short,Yes,No,,,,,,,"Carl turns to look. Next to Russell stands a 13 foot tall, multicolored BIRD. Carl SCREAMS.",,,,,,,,,,,,,,,,"Carl turns to look. Next to Russell stands a 13 foot tall, multicolored BIRD. Carl SCREAMS.",,,,,,,,,,,,,,,,"Carl turns to look. Next to Russell stands a 13 foot tall, multicolored BIRD. Carl SCREAMS.",,,,,,,,,,,,,,,,"Carl turns to look. Next to Russell stands a 13 foot tall, multicolored BIRD. Carl SCREAMS.",,,,,,,,,,,,,,,,"Carl turns to look. Next to Russell stands a 13 foot tall, multicolored BIRD. Carl SCREAMS.",,,,,,,,,,,,,,,,"Carl turns to look. Next to Russell stands a 13 foot tall, multicolored BIRD. Carl SCREAMS.",,,,,,,,,,,,,,,,"Carl turns to look. Next to Russell stands a 13 foot tall, multicolored BIRD. Carl SCREAMS.",,,,,,,,,,,,,,,,"Carl turns to look. Next to Russell stands a 13 foot tall, multicolored BIRD. Carl SCREAMS.",,,,,,,,,,,,,,,,"Carl turns to look. Next to Russell stands a 13 foot tall, multicolored BIRD. Carl SCREAMS.",,,,,,,,,,,,,,,
305,"The bird HISSES. It takes Russell up into a tree, swinging him around playfully. It looks scary and fun.","CARL
	Go on, get out of here. Go on! Shoo!",The bird hisses.,0,bird,hisses,talk,fast ,short,Yes,No,,,,,,,"The bird HISSES. It takes Russell up into a tree, swinging him around playfully. It looks scary and fun.",The bird takes Russell up into a tree.,1,bird,takes,collect,neutral,short,Yes,Yes,Russell,tree,,,,,"The bird HISSES. It takes Russell up into a tree, swinging him around playfully. It looks scary and fun.",The bird is swinging Russell around playfully.,2,bird,swinging,swing,neutral,short,Yes,No,Russell,,,around,playfully,,"The bird HISSES. It takes Russell up into a tree, swinging him around playfully. It looks scary and fun.",It looks scary.,2,it,looks,look,neutral,neutral,No,No,,,,,,scary,"The bird HISSES. It takes Russell up into a tree, swinging him around playfully. It looks scary and fun.",It looks fun.,2,it,looks,look,neutral,neutral,No,No,,,,,,fun,"The bird HISSES. It takes Russell up into a tree, swinging him around playfully. It looks scary and fun.",,,,,,,,,,,,,,,,"The bird HISSES. It takes Russell up into a tree, swinging him around playfully. It looks scary and fun.",,,,,,,,,,,,,,,,"The bird HISSES. It takes Russell up into a tree, swinging him around playfully. It looks scary and fun.",,,,,,,,,,,,,,,,"The bird HISSES. It takes Russell up into a tree, swinging him around playfully. It looks scary and fun.",,,,,,,,,,,,,,,,"The bird HISSES. It takes Russell up into a tree, swinging him around playfully. It looks scary and fun.",,,,,,,,,,,,,,,,"The bird HISSES. It takes Russell up into a tree, swinging him around playfully. It looks scary and fun.",,,,,,,,,,,,,,,,"The bird HISSES. It takes Russell up into a tree, swinging him around playfully. It looks scary and fun.",,,,,,,,,,,,,,,
306,Carl waves his cane. The bird eats it.,"CARL
	Hey. Beat it! Vamoose! Scram!",Carl waves his cane.,0,Carl,waves,wave,fast ,short,Yes,No,cane,,,,,,Carl waves his cane. The bird eats it.,The bird eats the cane.,1,bird,eats,eat,neutral,neutral,Yes,No,cane,,,,,,Carl waves his cane. The bird eats it.,,,,,,,,,,,,,,,,Carl waves his cane. The bird eats it.,,,,,,,,,,,,,,,,Carl waves his cane. The bird eats it.,,,,,,,,,,,,,,,,Carl waves his cane. The bird eats it.,,,,,,,,,,,,,,,,Carl waves his cane. The bird eats it.,,,,,,,,,,,,,,,,Carl waves his cane. The bird eats it.,,,,,,,,,,,,,,,,Carl waves his cane. The bird eats it.,,,,,,,,,,,,,,,,Carl waves his cane. The bird eats it.,,,,,,,,,,,,,,,,Carl waves his cane. The bird eats it.,,,,,,,,,,,,,,,,Carl waves his cane. The bird eats it.,,,,,,,,,,,,,,,
307,"GRUMBLING, Carl gives up and throws his hands in the air. The bird mimics this as well.","CARL
	Go on, beat it.","Grumbling, Carl throws his hands in the air.",0,Carl,throws,wave,fast ,short,Yes,No,hands,,,in the air,grumbling,,"GRUMBLING, Carl gives up and throws his hands in the air. The bird mimics this as well.",The bird throws his wings in the air as well.,1,bird,throws,wave,fast ,short,Yes,No,wings,,,in the air,like Carl,,"GRUMBLING, Carl gives up and throws his hands in the air. The bird mimics this as well.",,,,,,,,,,,,,,,,"GRUMBLING, Carl gives up and throws his hands in the air. The bird mimics this as well.",,,,,,,,,,,,,,,,"GRUMBLING, Carl gives up and throws his hands in the air. The bird mimics this as well.",,,,,,,,,,,,,,,,"GRUMBLING, Carl gives up and throws his hands in the air. The bird mimics this as well.",,,,,,,,,,,,,,,,"GRUMBLING, Carl gives up and throws his hands in the air. The bird mimics this as well.",,,,,,,,,,,,,,,,"GRUMBLING, Carl gives up and throws his hands in the air. The bird mimics this as well.",,,,,,,,,,,,,,,,"GRUMBLING, Carl gives up and throws his hands in the air. The bird mimics this as well.",,,,,,,,,,,,,,,,"GRUMBLING, Carl gives up and throws his hands in the air. The bird mimics this as well.",,,,,,,,,,,,,,,,"GRUMBLING, Carl gives up and throws his hands in the air. The bird mimics this as well.",,,,,,,,,,,,,,,,"GRUMBLING, Carl gives up and throws his hands in the air. The bird mimics this as well.",,,,,,,,,,,,,,,
308,Russell points up to the roof of Carl's house.,"RUSSELL
	Can we keep him? Please?? I'll get the food for him, I'll walk him, I'll change his newspapers...
		CARL
	No.
		RUSSELL
		(RECITING)
	'An Explorer is a friend to all, be it plants or fish or tiny mole.'
		CARL
	That doesn't even rhyme.
		RUSSELL
	Yeah it does.",Russell points up to the roof of Carl's house.,0,Russell,points,point,fast ,short,Yes,No,roof of Carl's house,,,,,,Russell points up to the roof of Carl's house.,,,,,,,,,,,,,,,,Russell points up to the roof of Carl's house.,,,,,,,,,,,,,,,,Russell points up to the roof of Carl's house.,,,,,,,,,,,,,,,,Russell points up to the roof of Carl's house.,,,,,,,,,,,,,,,,Russell points up to the roof of Carl's house.,,,,,,,,,,,,,,,,Russell points up to the roof of Carl's house.,,,,,,,,,,,,,,,,Russell points up to the roof of Carl's house.,,,,,,,,,,,,,,,,Russell points up to the roof of Carl's house.,,,,,,,,,,,,,,,,Russell points up to the roof of Carl's house.,,,,,,,,,,,,,,,,Russell points up to the roof of Carl's house.,,,,,,,,,,,,,,,,Russell points up to the roof of Carl's house.,,,,,,,,,,,,,,,
