id,action block 1,context,simplified sentence 1,partial start time 1,owner 1,original action 1,most similar action 1,speed 1,duration 1,rotation 1,translation 1,target 1,prop 1,location modifier 1,direction modifier 1,manner 1,emotion 1,Action Block 2,simplified sentence 2,partial start time 2,owner 2,original action 2,most similar action 2,speed 2,duration 2,rotation 2,translation 2,target 2,prop 2,location modifier 2,direction modifier 2,manner 2,emotion 2,Action Block 3,simplified sentence 3,partial start time 3,owner 3,original action 3,most similar action 3,speed 3,duration 3,rotation 3,translation 3,target 3,prop 3,location modifier 3,direction modifier 3,manner 3,emotion 3,Action Block 4,simplified sentence 4,partial start time 4,owner 4,original action 4,most similar action 4,speed 4,duration 4,rotation 4,translation 4,target 4,prop 4,location modifier 4,direction modifier 4,manner 4,emotion 4,Action Block 5,simplified sentence 5,partial start time 5,owner 5,original action 5,most similar action 5,speed 5,duration 5,rotation 5,translation 5,target 5,prop 5,location modifier 5,direction modifier 5,manner 5,emotion 5,Action Block 6,simplified sentence 6,partial start time 6,owner 6,original action 6,most similar action 6,speed 6,duration 6,rotation 6,translation 6,target 6,prop 6,location modifier 6,direction modifier 6,manner 6,emotion 6,Action Block 7,simplified sentence 7,partial start time 7,owner 7,original action 7,most similar action 7,speed 7,duration 7,rotation 7,translation 7,target 7,prop 7,location modifier 7,direction modifier 7,manner 7,emotion 7,Action Block 8,simplified sentence 8,partial start time 8,owner 8,original action 8,most similar action 8,speed 8,duration 8,rotation 8,translation 8,target 8,prop 8,location modifier 8,direction modifier 8,manner 8,emotion 8,Action Block 9,simplified sentence 9,partial start time 9,owner 9,original action 9,most similar action 9,speed 9,duration 9,rotation 9,translation 9,target 9,prop 9,location modifier 9,direction modifier 9,manner 9,emotion 9,Action Block 10,simplified sentence 10,partial start time 10,owner 10,original action 10,most similar action 10,speed 10,duration 10,rotation 10,translation 10,target 10,prop 10,location modifier 10,direction modifier 10,manner 10,emotion 10,Action Block 11,simplified sentence 11,partial start time 11,owner 11,original action 11,most similar action 11,speed 11,duration 11,rotation 11,translation 11,target 11,prop 11,location modifier 11,direction modifier 11,manner 11,emotion 11,Action Block 12,simplified sentence 12,partial start time 12,owner 12,original action 12,most similar action 12,speed 12,duration 12,rotation 12,translation 12,target 12,prop 12,location modifier 12,direction modifier 12,manner 12,emotion 12
487,EXT. STREET/BACK OF MOVING TRUCK The RC Car begins to gain on the truck.,"ANGLE: BINOCULAR VIEW OF BUZZ & WOODY
		BO PEEP
	It is Buzz! Woody was telling the truth!
		SLINKY
	What have we done?!
		REX
	Great. Now I have guilt.",The RC Car gains on the truck.,0,RC Car.,Gains.,go,neutral,neutral,Yes,Yes,Truck.,Null.,STREET/BACK OF MOVING TRUCK.,Through binoculars.,Null.,Null.,EXT. STREET/BACK OF MOVING TRUCK The RC Car begins to gain on the truck.,,,,,,,,,,,,,,,,EXT. STREET/BACK OF MOVING TRUCK The RC Car begins to gain on the truck.,,,,,,,,,,,,,,,,EXT. STREET/BACK OF MOVING TRUCK The RC Car begins to gain on the truck.,,,,,,,,,,,,,,,,EXT. STREET/BACK OF MOVING TRUCK The RC Car begins to gain on the truck.,,,,,,,,,,,,,,,,EXT. STREET/BACK OF MOVING TRUCK The RC Car begins to gain on the truck.,,,,,,,,,,,,,,,,EXT. STREET/BACK OF MOVING TRUCK The RC Car begins to gain on the truck.,,,,,,,,,,,,,,,,EXT. STREET/BACK OF MOVING TRUCK The RC Car begins to gain on the truck.,,,,,,,,,,,,,,,,EXT. STREET/BACK OF MOVING TRUCK The RC Car begins to gain on the truck.,,,,,,,,,,,,,,,,EXT. STREET/BACK OF MOVING TRUCK The RC Car begins to gain on the truck.,,,,,,,,,,,,,,,,EXT. STREET/BACK OF MOVING TRUCK The RC Car begins to gain on the truck.,,,,,,,,,,,,,,,,EXT. STREET/BACK OF MOVING TRUCK The RC Car begins to gain on the truck.,,,,,,,,,,,,,,,
488,He sticks a match prominently in Woody's holster and tosses him onto the grill of an open barbecue.,"SID
	Oh, well, you and I can have a cookout later. Ha-ha-ha...",SID sticks a match prominently in Woody's holster.,0,SID.,Sticks.,give,neutral,short,Yes,No,Woody's holster.,Match.,Null.,In Woody's holster.,Prominently.,Null.,He sticks a match prominently in Woody's holster and tosses him onto the grill of an open barbecue.,SID tosses Woody onto the grill of an open barbecue.,1,SID.,Tosses.,throw,fast ,short,Yes,No,Barbecue grill.,Woody.,Null.,Onto the grill of an open barbecue.,Null.,Null.,He sticks a match prominently in Woody's holster and tosses him onto the grill of an open barbecue.,,,,,,,,,,,,,,,,He sticks a match prominently in Woody's holster and tosses him onto the grill of an open barbecue.,,,,,,,,,,,,,,,,He sticks a match prominently in Woody's holster and tosses him onto the grill of an open barbecue.,,,,,,,,,,,,,,,,He sticks a match prominently in Woody's holster and tosses him onto the grill of an open barbecue.,,,,,,,,,,,,,,,,He sticks a match prominently in Woody's holster and tosses him onto the grill of an open barbecue.,,,,,,,,,,,,,,,,He sticks a match prominently in Woody's holster and tosses him onto the grill of an open barbecue.,,,,,,,,,,,,,,,,He sticks a match prominently in Woody's holster and tosses him onto the grill of an open barbecue.,,,,,,,,,,,,,,,,He sticks a match prominently in Woody's holster and tosses him onto the grill of an open barbecue.,,,,,,,,,,,,,,,,He sticks a match prominently in Woody's holster and tosses him onto the grill of an open barbecue.,,,,,,,,,,,,,,,,He sticks a match prominently in Woody's holster and tosses him onto the grill of an open barbecue.,,,,,,,,,,,,,,,
489,Auto panics. Zips back up through the hole in the ceiling. The Captain gets stuck between floors...,"AUTO
	Let go. Let go.",Auto panics.,0,Auto.,Panics.,,neutral,neutral,Yes,No,Null.,Null.,Null.,Null.,Panics.,Panics.,Auto panics. Zips back up through the hole in the ceiling. The Captain gets stuck between floors...,Auto zips back up through the hole in the ceiling.,1,Auto.,Zips.,fly,fast ,short,Yes,Yes,Hole in the ceiling.,Null.,Null.,Up through the hole in the ceiling.,Null.,Null.,Auto panics. Zips back up through the hole in the ceiling. The Captain gets stuck between floors...,The Captain's stuck between floors...,2,Captain.,Stuck.,,neutral,neutral,No,No,Null.,Null.,Between floors.,Null.,Null.,Null.,Auto panics. Zips back up through the hole in the ceiling. The Captain gets stuck between floors...,,,,,,,,,,,,,,,,Auto panics. Zips back up through the hole in the ceiling. The Captain gets stuck between floors...,,,,,,,,,,,,,,,,Auto panics. Zips back up through the hole in the ceiling. The Captain gets stuck between floors...,,,,,,,,,,,,,,,,Auto panics. Zips back up through the hole in the ceiling. The Captain gets stuck between floors...,,,,,,,,,,,,,,,,Auto panics. Zips back up through the hole in the ceiling. The Captain gets stuck between floors...,,,,,,,,,,,,,,,,Auto panics. Zips back up through the hole in the ceiling. The Captain gets stuck between floors...,,,,,,,,,,,,,,,,Auto panics. Zips back up through the hole in the ceiling. The Captain gets stuck between floors...,,,,,,,,,,,,,,,,Auto panics. Zips back up through the hole in the ceiling. The Captain gets stuck between floors...,,,,,,,,,,,,,,,,Auto panics. Zips back up through the hole in the ceiling. The Captain gets stuck between floors...,,,,,,,,,,,,,,,
490,BROKEN TOY SOUNDS emit from behind Woody. He turns from the window to see...,INT. SID'S ROOM - CONTINUOUS,BROKEN TOY SOUNDS emit from behind Woody.,0,BROKEN TOY SOUNDS.,Emit.,,neutral,neutral,No,No,Woody.,Null.,SID'S ROOM.,Behind Woody.,Null.,Null.,BROKEN TOY SOUNDS emit from behind Woody. He turns from the window to see...,Woody turns from the window.,1,Woody.,Turns.,turn,neutral,short,Yes,No,Window.,Null.,SID'S ROOM.,From the window.,Null.,Null.,BROKEN TOY SOUNDS emit from behind Woody. He turns from the window to see...,Woody sees...,1,Woody.,Sees.,look,neutral,neutral,No,No,Null.,Null.,SID'S ROOM.,Null.,Null.,Null.,BROKEN TOY SOUNDS emit from behind Woody. He turns from the window to see...,,,,,,,,,,,,,,,,BROKEN TOY SOUNDS emit from behind Woody. He turns from the window to see...,,,,,,,,,,,,,,,,BROKEN TOY SOUNDS emit from behind Woody. He turns from the window to see...,,,,,,,,,,,,,,,,BROKEN TOY SOUNDS emit from behind Woody. He turns from the window to see...,,,,,,,,,,,,,,,,BROKEN TOY SOUNDS emit from behind Woody. He turns from the window to see...,,,,,,,,,,,,,,,,BROKEN TOY SOUNDS emit from behind Woody. He turns from the window to see...,,,,,,,,,,,,,,,,BROKEN TOY SOUNDS emit from behind Woody. He turns from the window to see...,,,,,,,,,,,,,,,,BROKEN TOY SOUNDS emit from behind Woody. He turns from the window to see...,,,,,,,,,,,,,,,,BROKEN TOY SOUNDS emit from behind Woody. He turns from the window to see...,,,,,,,,,,,,,,,
491,Mr. Potato Head and Hamm are playing Battleship. Hamm's wearing Potato Head's hat.,"WOODY
continued
	Come on, this way!
		BUZZ
	Years of Academy training...wasted!!
			EXT. ANDY'S HOUSE/ANDY'S BEDROOM WINDOW",Mr. Potato Head plays Battleship with Hamm.,0,Mr. Potato Head.,Plays.,,neutral,neutral,Yes,No,Hamm.,Battleship.,ANDY'S HOUSE.,Null.,Null.,Null.,Mr. Potato Head and Hamm are playing Battleship. Hamm's wearing Potato Head's hat.,Hamm wears Potato Head's hat.,0,Hamm.,Wears.,,neutral,neutral,No,No,Potato Head's hat.,Null.,ANDY'S HOUSE.,Null.,Null.,Null.,Mr. Potato Head and Hamm are playing Battleship. Hamm's wearing Potato Head's hat.,,,,,,,,,,,,,,,,Mr. Potato Head and Hamm are playing Battleship. Hamm's wearing Potato Head's hat.,,,,,,,,,,,,,,,,Mr. Potato Head and Hamm are playing Battleship. Hamm's wearing Potato Head's hat.,,,,,,,,,,,,,,,,Mr. Potato Head and Hamm are playing Battleship. Hamm's wearing Potato Head's hat.,,,,,,,,,,,,,,,,Mr. Potato Head and Hamm are playing Battleship. Hamm's wearing Potato Head's hat.,,,,,,,,,,,,,,,,Mr. Potato Head and Hamm are playing Battleship. Hamm's wearing Potato Head's hat.,,,,,,,,,,,,,,,,Mr. Potato Head and Hamm are playing Battleship. Hamm's wearing Potato Head's hat.,,,,,,,,,,,,,,,,Mr. Potato Head and Hamm are playing Battleship. Hamm's wearing Potato Head's hat.,,,,,,,,,,,,,,,,Mr. Potato Head and Hamm are playing Battleship. Hamm's wearing Potato Head's hat.,,,,,,,,,,,,,,,,Mr. Potato Head and Hamm are playing Battleship. Hamm's wearing Potato Head's hat.,,,,,,,,,,,,,,,
492,Eve and Wall-E ride in uncomfortable silence. Their 'WANTED' IMAGE plays on an elevator screen.,INSIDE AXIOM ELEVATOR - MOMENTS LATER,Eve rides in uncomfortable silence.,0,Eve.,Rides.,,neutral,neutral,No,No,Null.,Null.,INSIDE AXIOM ELEVATOR.,Null.,Uncomfortable silence.,Uncomfortable.,Eve and Wall-E ride in uncomfortable silence. Their 'WANTED' IMAGE plays on an elevator screen.,Wall-E rides in uncomfortable silence.,0,Wall-E.,Rides.,,neutral,neutral,No,No,Null.,Null.,INSIDE AXIOM ELEVATOR.,Null.,Uncomfortable silence.,Uncomfortable.,Eve and Wall-E ride in uncomfortable silence. Their 'WANTED' IMAGE plays on an elevator screen.,Eve and Wall-E's 'WANTED' IMAGE plays on an elevator screen.,1,WANTED' IMAGE.,Plays.,,neutral,neutral,Yes,No,Elevator screen.,Null.,INSIDE AXIOM ELEVATOR.,On an elevator screen.,Null.,Null.,Eve and Wall-E ride in uncomfortable silence. Their 'WANTED' IMAGE plays on an elevator screen.,,,,,,,,,,,,,,,,Eve and Wall-E ride in uncomfortable silence. Their 'WANTED' IMAGE plays on an elevator screen.,,,,,,,,,,,,,,,,Eve and Wall-E ride in uncomfortable silence. Their 'WANTED' IMAGE plays on an elevator screen.,,,,,,,,,,,,,,,,Eve and Wall-E ride in uncomfortable silence. Their 'WANTED' IMAGE plays on an elevator screen.,,,,,,,,,,,,,,,,Eve and Wall-E ride in uncomfortable silence. Their 'WANTED' IMAGE plays on an elevator screen.,,,,,,,,,,,,,,,,Eve and Wall-E ride in uncomfortable silence. Their 'WANTED' IMAGE plays on an elevator screen.,,,,,,,,,,,,,,,,Eve and Wall-E ride in uncomfortable silence. Their 'WANTED' IMAGE plays on an elevator screen.,,,,,,,,,,,,,,,,Eve and Wall-E ride in uncomfortable silence. Their 'WANTED' IMAGE plays on an elevator screen.,,,,,,,,,,,,,,,,Eve and Wall-E ride in uncomfortable silence. Their 'WANTED' IMAGE plays on an elevator screen.,,,,,,,,,,,,,,,
493,One of the Christmas bulbs moves aside to reveal...,"ANDY
	Which one can I open first?
		MRS. DAVIS
	Let's let Molly open one.
			INT. ANDY'S NEW HOUSE/LIVING ROOM - CHRISTMAS TREE",One of the Christmas bulbs moves aside...,0,Bulb.,Moves.,,neutral,short,Yes,No,Christmas tree.,Null.,ANDY'S NEW HOUSE/LIVING ROOM - CHRISTMAS TREE.,Aside.,Null.,Null.,One of the Christmas bulbs moves aside to reveal...,,,,,,,,,,,,,,,,One of the Christmas bulbs moves aside to reveal...,,,,,,,,,,,,,,,,One of the Christmas bulbs moves aside to reveal...,,,,,,,,,,,,,,,,One of the Christmas bulbs moves aside to reveal...,,,,,,,,,,,,,,,,One of the Christmas bulbs moves aside to reveal...,,,,,,,,,,,,,,,,One of the Christmas bulbs moves aside to reveal...,,,,,,,,,,,,,,,,One of the Christmas bulbs moves aside to reveal...,,,,,,,,,,,,,,,,One of the Christmas bulbs moves aside to reveal...,,,,,,,,,,,,,,,,One of the Christmas bulbs moves aside to reveal...,,,,,,,,,,,,,,,,One of the Christmas bulbs moves aside to reveal...,,,,,,,,,,,,,,,,One of the Christmas bulbs moves aside to reveal...,,,,,,,,,,,,,,,
494,Carl saws frantically at the net.,"CARL
	Russell, give me your knife!",Carl saws frantically at the net.,0,Carl.,Saws.,,fast ,short,Yes,No,Net.,Null.,Null.,At the net.,Frantically.,Frantically.,Carl saws frantically at the net.,,,,,,,,,,,,,,,,Carl saws frantically at the net.,,,,,,,,,,,,,,,,Carl saws frantically at the net.,,,,,,,,,,,,,,,,Carl saws frantically at the net.,,,,,,,,,,,,,,,,Carl saws frantically at the net.,,,,,,,,,,,,,,,,Carl saws frantically at the net.,,,,,,,,,,,,,,,,Carl saws frantically at the net.,,,,,,,,,,,,,,,,Carl saws frantically at the net.,,,,,,,,,,,,,,,,Carl saws frantically at the net.,,,,,,,,,,,,,,,,Carl saws frantically at the net.,,,,,,,,,,,,,,,,Carl saws frantically at the net.,,,,,,,,,,,,,,,
495,The receiving end of the monitor is atop Andy's night stand. It CRACKLES WITH STATIC.,INT. ANDY'S NEW BEDROOM,The receiving end of the monitor is atop Andy's night stand.,0,Monitor.,Is.,,neutral,neutral,No,No,Andy's night stand.,Null.,ANDY'S NEW BEDROOM.,Atop Andy's night stand.,Null.,Null.,The receiving end of the monitor is atop Andy's night stand. It CRACKLES WITH STATIC.,The monitor CRACKLES WITH STATIC.,1,Monitor.,CRACKLES.,,neutral,neutral,No,No,Null.,Null.,ANDY'S NEW BEDROOM.,Atop Andy's night stand.,WITH STATIC.,Null.,The receiving end of the monitor is atop Andy's night stand. It CRACKLES WITH STATIC.,,,,,,,,,,,,,,,,The receiving end of the monitor is atop Andy's night stand. It CRACKLES WITH STATIC.,,,,,,,,,,,,,,,,The receiving end of the monitor is atop Andy's night stand. It CRACKLES WITH STATIC.,,,,,,,,,,,,,,,,The receiving end of the monitor is atop Andy's night stand. It CRACKLES WITH STATIC.,,,,,,,,,,,,,,,,The receiving end of the monitor is atop Andy's night stand. It CRACKLES WITH STATIC.,,,,,,,,,,,,,,,,The receiving end of the monitor is atop Andy's night stand. It CRACKLES WITH STATIC.,,,,,,,,,,,,,,,,The receiving end of the monitor is atop Andy's night stand. It CRACKLES WITH STATIC.,,,,,,,,,,,,,,,,The receiving end of the monitor is atop Andy's night stand. It CRACKLES WITH STATIC.,,,,,,,,,,,,,,,,The receiving end of the monitor is atop Andy's night stand. It CRACKLES WITH STATIC.,,,,,,,,,,,,,,,,The receiving end of the monitor is atop Andy's night stand. It CRACKLES WITH STATIC.,,,,,,,,,,,,,,,
496,Muntz enters the cockpit and takes the wheel.,"INT. DIRIGIBLE, COCKPIT",Muntz enters the cockpit.,0,Muntz.,Enters.,go,neutral,short,Yes,Yes,Cockpit.,Null.,"DIRIGIBLE, COCKPIT.",Null.,Null.,Null.,Muntz enters the cockpit and takes the wheel.,Muntz takes the wheel.,1,Muntz.,Takes.,,neutral,short,Yes,No,Wheel.,Null.,"DIRIGIBLE, COCKPIT.",Null.,Null.,Null.,Muntz enters the cockpit and takes the wheel.,,,,,,,,,,,,,,,,Muntz enters the cockpit and takes the wheel.,,,,,,,,,,,,,,,,Muntz enters the cockpit and takes the wheel.,,,,,,,,,,,,,,,,Muntz enters the cockpit and takes the wheel.,,,,,,,,,,,,,,,,Muntz enters the cockpit and takes the wheel.,,,,,,,,,,,,,,,,Muntz enters the cockpit and takes the wheel.,,,,,,,,,,,,,,,,Muntz enters the cockpit and takes the wheel.,,,,,,,,,,,,,,,,Muntz enters the cockpit and takes the wheel.,,,,,,,,,,,,,,,,Muntz enters the cockpit and takes the wheel.,,,,,,,,,,,,,,,,Muntz enters the cockpit and takes the wheel.,,,,,,,,,,,,,,,
497,Carl takes his place next to Russell.,"CARL (O.S.)
	Excuse me. Pardon me. Old man coming through.",Carl takes Carl's place next to Russell.,0,Carl.,Takes.,stand,neutral,short,Yes,Yes,Russell.,Null.,Null.,Next to Russell.,Null.,Null.,Carl takes his place next to Russell.,,,,,,,,,,,,,,,,Carl takes his place next to Russell.,,,,,,,,,,,,,,,,Carl takes his place next to Russell.,,,,,,,,,,,,,,,,Carl takes his place next to Russell.,,,,,,,,,,,,,,,,Carl takes his place next to Russell.,,,,,,,,,,,,,,,,Carl takes his place next to Russell.,,,,,,,,,,,,,,,,Carl takes his place next to Russell.,,,,,,,,,,,,,,,,Carl takes his place next to Russell.,,,,,,,,,,,,,,,,Carl takes his place next to Russell.,,,,,,,,,,,,,,,,Carl takes his place next to Russell.,,,,,,,,,,,,,,,,Carl takes his place next to Russell.,,,,,,,,,,,,,,,
498,Woody takes a step forward and then stops.,"A PIZZA PLANET DELIVERY TRUCK.
		WOODY
to himself
	Pizza Planet...Andy!",Woody takes a step forward.,0,Woody.,Takes.,,neutral,short,Yes,Yes,Null.,Null.,Null.,Forward.,Null.,Null.,Woody takes a step forward and then stops.,Woody stops.,1,Woody.,Stops.,,neutral,short,No,No,Null.,Null.,Null.,Null.,Null.,Null.,Woody takes a step forward and then stops.,,,,,,,,,,,,,,,,Woody takes a step forward and then stops.,,,,,,,,,,,,,,,,Woody takes a step forward and then stops.,,,,,,,,,,,,,,,,Woody takes a step forward and then stops.,,,,,,,,,,,,,,,,Woody takes a step forward and then stops.,,,,,,,,,,,,,,,,Woody takes a step forward and then stops.,,,,,,,,,,,,,,,,Woody takes a step forward and then stops.,,,,,,,,,,,,,,,,Woody takes a step forward and then stops.,,,,,,,,,,,,,,,,Woody takes a step forward and then stops.,,,,,,,,,,,,,,,,Woody takes a step forward and then stops.,,,,,,,,,,,,,,,
499,The BNL CEO appears at the end. Waves goodbye as the Axiom takes off.,"BILLBOARD ANNOUNCER (V.O.)
	The jewel of the BNL fleet: 'The Axiom'. Spend your five year cruise in style. Waited on 24 hours a day by our fully automated crew, while your Captain and Autopilot chart a course for non-stop entertainment, fine dining. And with our all-access hover chairs, even Grandma can join the fun! There's no need to walk! 'The Axiom'. Putting the 'star' in Executive Starliner.",The BNL CEO appears at the end.,0,BNL CEO.,Appears.,,neutral,neutral,Yes,No,Null.,Null.,Null.,At the end.,Null.,Null.,The BNL CEO appears at the end. Waves goodbye as the Axiom takes off.,The BNL CEO waves goodbye.,1,BNL CEO.,Waves.,wave,neutral,short,Yes,No,Null.,Null.,Null.,Null.,Goodbye.,Null.,The BNL CEO appears at the end. Waves goodbye as the Axiom takes off.,The Axiom takes off.,1,Axiom.,Takes.,fly,neutral,neutral,Yes,Yes,Null.,Null.,Null.,Null.,Null.,Null.,The BNL CEO appears at the end. Waves goodbye as the Axiom takes off.,,,,,,,,,,,,,,,,The BNL CEO appears at the end. Waves goodbye as the Axiom takes off.,,,,,,,,,,,,,,,,The BNL CEO appears at the end. Waves goodbye as the Axiom takes off.,,,,,,,,,,,,,,,,The BNL CEO appears at the end. Waves goodbye as the Axiom takes off.,,,,,,,,,,,,,,,,The BNL CEO appears at the end. Waves goodbye as the Axiom takes off.,,,,,,,,,,,,,,,,The BNL CEO appears at the end. Waves goodbye as the Axiom takes off.,,,,,,,,,,,,,,,,The BNL CEO appears at the end. Waves goodbye as the Axiom takes off.,,,,,,,,,,,,,,,,The BNL CEO appears at the end. Waves goodbye as the Axiom takes off.,,,,,,,,,,,,,,,,The BNL CEO appears at the end. Waves goodbye as the Axiom takes off.,,,,,,,,,,,,,,,
500,WALL-E'S HAND appears out of the dust. Calmly takes Eve's hand.,"EVE
	Wall-E? Wall-E?",WALL-E'S HAND appears out of the dust.,0,WALL-E'S HAND.,Appears.,,neutral,short,Yes,No,Null.,Null.,Null.,Out of the dust.,Null.,Null.,WALL-E'S HAND appears out of the dust. Calmly takes Eve's hand.,WALL-E calmly takes Eve's hand.,1,WALL-E.,Takes.,,neutral,short,Yes,No,Eve's hand.,Null.,Null.,Null.,Calmly.,Calmly.,WALL-E'S HAND appears out of the dust. Calmly takes Eve's hand.,,,,,,,,,,,,,,,,WALL-E'S HAND appears out of the dust. Calmly takes Eve's hand.,,,,,,,,,,,,,,,,WALL-E'S HAND appears out of the dust. Calmly takes Eve's hand.,,,,,,,,,,,,,,,,WALL-E'S HAND appears out of the dust. Calmly takes Eve's hand.,,,,,,,,,,,,,,,,WALL-E'S HAND appears out of the dust. Calmly takes Eve's hand.,,,,,,,,,,,,,,,,WALL-E'S HAND appears out of the dust. Calmly takes Eve's hand.,,,,,,,,,,,,,,,,WALL-E'S HAND appears out of the dust. Calmly takes Eve's hand.,,,,,,,,,,,,,,,,WALL-E'S HAND appears out of the dust. Calmly takes Eve's hand.,,,,,,,,,,,,,,,,WALL-E'S HAND appears out of the dust. Calmly takes Eve's hand.,,,,,,,,,,,,,,,,WALL-E'S HAND appears out of the dust. Calmly takes Eve's hand.,,,,,,,,,,,,,,,
