id,action block 1,context,simplified sentence 1,partial start time 1,owner 1,original action 1,most similar action 1,speed 1,duration 1,rotation 1,translation 1,target 1,prop 1,location modifier 1,direction modifier 1,manner 1,emotion 1,Action Block 2,simplified sentence 2,partial start time 2,owner 2,original action 2,most similar action 2,speed 2,duration 2,rotation 2,translation 2,target 2,prop 2,location modifier 2,direction modifier 2,manner 2,emotion 2,Action Block 3,simplified sentence 3,partial start time 3,owner 3,original action 3,most similar action 3,speed 3,duration 3,rotation 3,translation 3,target 3,prop 3,location modifier 3,direction modifier 3,manner 3,emotion 3,Action Block 4,simplified sentence 4,partial start time 4,owner 4,original action 4,most similar action 4,speed 4,duration 4,rotation 4,translation 4,target 4,prop 4,location modifier 4,direction modifier 4,manner 4,emotion 4,Action Block 5,simplified sentence 5,partial start time 5,owner 5,original action 5,most similar action 5,speed 5,duration 5,rotation 5,translation 5,target 5,prop 5,location modifier 5,direction modifier 5,manner 5,emotion 5,Action Block 6,simplified sentence 6,partial start time 6,owner 6,original action 6,most similar action 6,speed 6,duration 6,rotation 6,translation 6,target 6,prop 6,location modifier 6,direction modifier 6,manner 6,emotion 6,Action Block 7,simplified sentence 7,partial start time 7,owner 7,original action 7,most similar action 7,speed 7,duration 7,rotation 7,translation 7,target 7,prop 7,location modifier 7,direction modifier 7,manner 7,emotion 7,Action Block 8,simplified sentence 8,partial start time 8,owner 8,original action 8,most similar action 8,speed 8,duration 8,rotation 8,translation 8,target 8,prop 8,location modifier 8,direction modifier 8,manner 8,emotion 8,Action Block 9,simplified sentence 9,partial start time 9,owner 9,original action 9,most similar action 9,speed 9,duration 9,rotation 9,translation 9,target 9,prop 9,location modifier 9,direction modifier 9,manner 9,emotion 9,Action Block 10,simplified sentence 10,partial start time 10,owner 10,original action 10,most similar action 10,speed 10,duration 10,rotation 10,translation 10,target 10,prop 10,location modifier 10,direction modifier 10,manner 10,emotion 10,Action Block 11,simplified sentence 11,partial start time 11,owner 11,original action 11,most similar action 11,speed 11,duration 11,rotation 11,translation 11,target 11,prop 11,location modifier 11,direction modifier 11,manner 11,emotion 11,Action Block 12,simplified sentence 12,partial start time 12,owner 12,original action 12,most similar action 12,speed 12,duration 12,rotation 12,translation 12,target 12,prop 12,location modifier 12,direction modifier 12,manner 12,emotion 12
357,"Russell spots the labyrinth, now close by. He tries to run but is pulled back by his tether. LAUGHING, Carl unclips Russell's tether.","RUSSELL
	Look, there it is!",Russell spots the labyrinth,0,Russell,spots,look,neutral,neutral,No,No,labyrinth,null,null,null,null,null,"Russell spots the labyrinth, now close by. He tries to run but is pulled back by his tether. LAUGHING, Carl unclips Russell's tether.",The tether pulls him back,1,tether,pulls,collect,neutral,neutral,Yes,No,Russell,null,null,back,null,null,"Russell spots the labyrinth, now close by. He tries to run but is pulled back by his tether. LAUGHING, Carl unclips Russell's tether.",Carl laughs,2,Carl,laughs,laugh,neutral,neutral,No,No,null,null,null,null,null,null,"Russell spots the labyrinth, now close by. He tries to run but is pulled back by his tether. LAUGHING, Carl unclips Russell's tether.",Carl unclips Russell's tether,3,Carl,unclips,open,neutral,neutral,Yes,No,tether,null,null,null,null,null,"Russell spots the labyrinth, now close by. He tries to run but is pulled back by his tether. LAUGHING, Carl unclips Russell's tether.",,,,,,,,,,,,,,,,"Russell spots the labyrinth, now close by. He tries to run but is pulled back by his tether. LAUGHING, Carl unclips Russell's tether.",,,,,,,,,,,,,,,,"Russell spots the labyrinth, now close by. He tries to run but is pulled back by his tether. LAUGHING, Carl unclips Russell's tether.",,,,,,,,,,,,,,,,"Russell spots the labyrinth, now close by. He tries to run but is pulled back by his tether. LAUGHING, Carl unclips Russell's tether.",,,,,,,,,,,,,,,,"Russell spots the labyrinth, now close by. He tries to run but is pulled back by his tether. LAUGHING, Carl unclips Russell's tether.",,,,,,,,,,,,,,,,"Russell spots the labyrinth, now close by. He tries to run but is pulled back by his tether. LAUGHING, Carl unclips Russell's tether.",,,,,,,,,,,,,,,,"Russell spots the labyrinth, now close by. He tries to run but is pulled back by his tether. LAUGHING, Carl unclips Russell's tether.",,,,,,,,,,,,,,,,"Russell spots the labyrinth, now close by. He tries to run but is pulled back by his tether. LAUGHING, Carl unclips Russell's tether.",,,,,,,,,,,,,,,
358,"Just as they approach the entrance to the labyrinth, a fierce spotlight hits them. MUNTZ'S DIRIGIBLE lowers overhead.","CARL
	Look at that bird go!
		CARL
	Wait up, you overgrown chicken! 76.
		RUSSELL
	That's it, go Kevin! Go find your babies!",Russell approaches the entrance to the labyrinth,0,Russell,approaches,goForward,neutral,neutral,Yes,Yes,entrance,null,null,null,null,null,"Just as they approach the entrance to the labyrinth, a fierce spotlight hits them. MUNTZ'S DIRIGIBLE lowers overhead.",Carl approaches the entrance to the labyrinth,0,Carl,approaches,goForward,neutral,neutral,Yes,Yes,entrance,null,null,null,null,null,"Just as they approach the entrance to the labyrinth, a fierce spotlight hits them. MUNTZ'S DIRIGIBLE lowers overhead.",MUNTZ'S DIRIGIBLE lowers overhead,1,MUNTZ'S DIRIGIBLE,lowers,duck,neutral,neutral,Yes,No,null,null,null,null,null,null,"Just as they approach the entrance to the labyrinth, a fierce spotlight hits them. MUNTZ'S DIRIGIBLE lowers overhead.",,,,,,,,,,,,,,,,"Just as they approach the entrance to the labyrinth, a fierce spotlight hits them. MUNTZ'S DIRIGIBLE lowers overhead.",,,,,,,,,,,,,,,,"Just as they approach the entrance to the labyrinth, a fierce spotlight hits them. MUNTZ'S DIRIGIBLE lowers overhead.",,,,,,,,,,,,,,,,"Just as they approach the entrance to the labyrinth, a fierce spotlight hits them. MUNTZ'S DIRIGIBLE lowers overhead.",,,,,,,,,,,,,,,,"Just as they approach the entrance to the labyrinth, a fierce spotlight hits them. MUNTZ'S DIRIGIBLE lowers overhead.",,,,,,,,,,,,,,,,"Just as they approach the entrance to the labyrinth, a fierce spotlight hits them. MUNTZ'S DIRIGIBLE lowers overhead.",,,,,,,,,,,,,,,,"Just as they approach the entrance to the labyrinth, a fierce spotlight hits them. MUNTZ'S DIRIGIBLE lowers overhead.",,,,,,,,,,,,,,,,"Just as they approach the entrance to the labyrinth, a fierce spotlight hits them. MUNTZ'S DIRIGIBLE lowers overhead.",,,,,,,,,,,,,,,,"Just as they approach the entrance to the labyrinth, a fierce spotlight hits them. MUNTZ'S DIRIGIBLE lowers overhead.",,,,,,,,,,,,,,,
359,A net shoots out and binds her. She falls and CALLS OUT.,"RUSSELL
	Run Kevin! Run!",A net shoots out,0,net,shoots,goForward,fast ,short,Yes,Yes,null,null,null,out,null,null,A net shoots out and binds her. She falls and CALLS OUT.,She falls,1,she,falls,fall,neutral,neutral,Yes,No,null,null,null,null,null,null,A net shoots out and binds her. She falls and CALLS OUT.,She CALLS OUT,2,she,calls,call,neutral,neutral,No,No,null,null,null,out,null,null,A net shoots out and binds her. She falls and CALLS OUT.,,,,,,,,,,,,,,,,A net shoots out and binds her. She falls and CALLS OUT.,,,,,,,,,,,,,,,,A net shoots out and binds her. She falls and CALLS OUT.,,,,,,,,,,,,,,,,A net shoots out and binds her. She falls and CALLS OUT.,,,,,,,,,,,,,,,,A net shoots out and binds her. She falls and CALLS OUT.,,,,,,,,,,,,,,,,A net shoots out and binds her. She falls and CALLS OUT.,,,,,,,,,,,,,,,,A net shoots out and binds her. She falls and CALLS OUT.,,,,,,,,,,,,,,,,A net shoots out and binds her. She falls and CALLS OUT.,,,,,,,,,,,,,,,,A net shoots out and binds her. She falls and CALLS OUT.,,,,,,,,,,,,,,,
360,The net catches on a rock. Carl and Russell run to her aid.,"RUSSELL
	Oh no!",The net catches on a rock,0,net,catches,touch,neutral,neutral,Yes,No,rock,null,null,null,null,null,The net catches on a rock. Carl and Russell run to her aid.,Carl runs to her aid,1,Carl,runs,goForward,fast ,short,Yes,Yes,her,null,null,to her,null,null,The net catches on a rock. Carl and Russell run to her aid.,Russell runs to her aid,1,Russell,runs,goForward,fast ,short,Yes,Yes,her,null,null,to her,null,null,The net catches on a rock. Carl and Russell run to her aid.,,,,,,,,,,,,,,,,The net catches on a rock. Carl and Russell run to her aid.,,,,,,,,,,,,,,,,The net catches on a rock. Carl and Russell run to her aid.,,,,,,,,,,,,,,,,The net catches on a rock. Carl and Russell run to her aid.,,,,,,,,,,,,,,,,The net catches on a rock. Carl and Russell run to her aid.,,,,,,,,,,,,,,,,The net catches on a rock. Carl and Russell run to her aid.,,,,,,,,,,,,,,,,The net catches on a rock. Carl and Russell run to her aid.,,,,,,,,,,,,,,,,The net catches on a rock. Carl and Russell run to her aid.,,,,,,,,,,,,,,,,The net catches on a rock. Carl and Russell run to her aid.,,,,,,,,,,,,,,,
361,"Russell runs after the dogs, but the gangplank closes. The dirigible flies off.","MUNTZ
	Careful. We want her in good shape for my return.
		RUSSELL
	Let her go! Stop!",Russell runs after the dogs,0,Russell,runs,goForward,fast ,short,Yes,Yes,dogs,null,null,after dogs,null,null,"Russell runs after the dogs, but the gangplank closes. The dirigible flies off.",the gangplank closes,1,gangplank,closes,close,neutral,neutral,Yes,No,null,null,null,null,null,null,"Russell runs after the dogs, but the gangplank closes. The dirigible flies off.",The dirigible flies off,2,dirigible,flies,fly,neutral,neutral,Yes,Yes,null,null,null,off,null,null,"Russell runs after the dogs, but the gangplank closes. The dirigible flies off.",,,,,,,,,,,,,,,,"Russell runs after the dogs, but the gangplank closes. The dirigible flies off.",,,,,,,,,,,,,,,,"Russell runs after the dogs, but the gangplank closes. The dirigible flies off.",,,,,,,,,,,,,,,,"Russell runs after the dogs, but the gangplank closes. The dirigible flies off.",,,,,,,,,,,,,,,,"Russell runs after the dogs, but the gangplank closes. The dirigible flies off.",,,,,,,,,,,,,,,,"Russell runs after the dogs, but the gangplank closes. The dirigible flies off.",,,,,,,,,,,,,,,,"Russell runs after the dogs, but the gangplank closes. The dirigible flies off.",,,,,,,,,,,,,,,,"Russell runs after the dogs, but the gangplank closes. The dirigible flies off.",,,,,,,,,,,,,,,,"Russell runs after the dogs, but the gangplank closes. The dirigible flies off.",,,,,,,,,,,,,,,
362,He walks off. Russell falls in behind. An angry dawn breaks.,"CARL
	Now, whether you assist me or not, I am going to Paradise Falls if it kills me.",he walks off,0,Carl,walks,goForward,neutral,neutral,Yes,Yes,null,null,null,off,null,null,He walks off. Russell falls in behind. An angry dawn breaks.,Russell falls in behind,1,Russell,falls,go,neutral,neutral,Yes,Yes,null,null,null,null,null,null,He walks off. Russell falls in behind. An angry dawn breaks.,,,,,,,,,,,,,,,,He walks off. Russell falls in behind. An angry dawn breaks.,,,,,,,,,,,,,,,,He walks off. Russell falls in behind. An angry dawn breaks.,,,,,,,,,,,,,,,,He walks off. Russell falls in behind. An angry dawn breaks.,,,,,,,,,,,,,,,,He walks off. Russell falls in behind. An angry dawn breaks.,,,,,,,,,,,,,,,,He walks off. Russell falls in behind. An angry dawn breaks.,,,,,,,,,,,,,,,,He walks off. Russell falls in behind. An angry dawn breaks.,,,,,,,,,,,,,,,,He walks off. Russell falls in behind. An angry dawn breaks.,,,,,,,,,,,,,,,,He walks off. Russell falls in behind. An angry dawn breaks.,,,,,,,,,,,,,,,,He walks off. Russell falls in behind. An angry dawn breaks.,,,,,,,,,,,,,,,
363,The door opens. Carl steps in. He's back in his house for the first time in days.,"INT. CARL'S HOUSE, HALLWAY - CONTINUOUS",The door opens,0,door,opens,open,neutral,neutral,Yes,No,null,null,null,null,null,null,The door opens. Carl steps in. He's back in his house for the first time in days.,Carl steps in,1,Carl,steps,go,neutral,neutral,Yes,Yes,null,null,null,in,null,null,The door opens. Carl steps in. He's back in his house for the first time in days.,,,,,,,,,,,,,,,,The door opens. Carl steps in. He's back in his house for the first time in days.,,,,,,,,,,,,,,,,The door opens. Carl steps in. He's back in his house for the first time in days.,,,,,,,,,,,,,,,,The door opens. Carl steps in. He's back in his house for the first time in days.,,,,,,,,,,,,,,,,The door opens. Carl steps in. He's back in his house for the first time in days.,,,,,,,,,,,,,,,,The door opens. Carl steps in. He's back in his house for the first time in days.,,,,,,,,,,,,,,,,The door opens. Carl steps in. He's back in his house for the first time in days.,,,,,,,,,,,,,,,,The door opens. Carl steps in. He's back in his house for the first time in days.,,,,,,,,,,,,,,,,The door opens. Carl steps in. He's back in his house for the first time in days.,,,,,,,,,,,,,,,,The door opens. Carl steps in. He's back in his house for the first time in days.,,,,,,,,,,,,,,,
364,Carl walks from the house and calls from the porch.,"THANKS FOR THE ADVENTURE NOW GO HAVE A NEW ONE!
		LOVE, ELLIE.'
	Carl smiles. He looks over to Ellie's empty chair. On the arm is Russell's sash. Carl picks it up. He looks to Ellie's chair. He crosses his heart.
			EXT. CARL'S HOUSE - MOMENTS LATER",Carl walks from the house,0,Carl,walks,goForward,neutral,neutral,Yes,Yes,house,null,null,from house,null,null,Carl walks from the house and calls from the porch.,Carl calls from the porch,1,Carl,calls,call,neutral,neutral,No,No,porch,null,null,from porch,null,null,Carl walks from the house and calls from the porch.,,,,,,,,,,,,,,,,Carl walks from the house and calls from the porch.,,,,,,,,,,,,,,,,Carl walks from the house and calls from the porch.,,,,,,,,,,,,,,,,Carl walks from the house and calls from the porch.,,,,,,,,,,,,,,,,Carl walks from the house and calls from the porch.,,,,,,,,,,,,,,,,Carl walks from the house and calls from the porch.,,,,,,,,,,,,,,,,Carl walks from the house and calls from the porch.,,,,,,,,,,,,,,,,Carl walks from the house and calls from the porch.,,,,,,,,,,,,,,,,Carl walks from the house and calls from the porch.,,,,,,,,,,,,,,,,Carl walks from the house and calls from the porch.,,,,,,,,,,,,,,,
365,"The house floats off into the sky, leaving a huge pile of things. Beside it sits Carl and Ellie's chairs, side by side atop Paradise Falls.","CARL
	Wahhoo!",The house floats off into the sky,0,house,floats,fly,slow,long,Yes,Yes,sky,null,null,into,null,null,"The house floats off into the sky, leaving a huge pile of things. Beside it sits Carl and Ellie's chairs, side by side atop Paradise Falls.",Beside it sits Carl,1,Carl,sits,sit,neutral,neutral,No,No,pile of things,null,null,beside,null,null,"The house floats off into the sky, leaving a huge pile of things. Beside it sits Carl and Ellie's chairs, side by side atop Paradise Falls.",,,,,,,,,,,,,,,,"The house floats off into the sky, leaving a huge pile of things. Beside it sits Carl and Ellie's chairs, side by side atop Paradise Falls.",,,,,,,,,,,,,,,,"The house floats off into the sky, leaving a huge pile of things. Beside it sits Carl and Ellie's chairs, side by side atop Paradise Falls.",,,,,,,,,,,,,,,,"The house floats off into the sky, leaving a huge pile of things. Beside it sits Carl and Ellie's chairs, side by side atop Paradise Falls.",,,,,,,,,,,,,,,,"The house floats off into the sky, leaving a huge pile of things. Beside it sits Carl and Ellie's chairs, side by side atop Paradise Falls.",,,,,,,,,,,,,,,,"The house floats off into the sky, leaving a huge pile of things. Beside it sits Carl and Ellie's chairs, side by side atop Paradise Falls.",,,,,,,,,,,,,,,,"The house floats off into the sky, leaving a huge pile of things. Beside it sits Carl and Ellie's chairs, side by side atop Paradise Falls.",,,,,,,,,,,,,,,,"The house floats off into the sky, leaving a huge pile of things. Beside it sits Carl and Ellie's chairs, side by side atop Paradise Falls.",,,,,,,,,,,,,,,,"The house floats off into the sky, leaving a huge pile of things. Beside it sits Carl and Ellie's chairs, side by side atop Paradise Falls.",,,,,,,,,,,,,,,,"The house floats off into the sky, leaving a huge pile of things. Beside it sits Carl and Ellie's chairs, side by side atop Paradise Falls.",,,,,,,,,,,,,,,
366,"The house soars into the air, sails billowing.","EXT. CARL'S HOUSE, FLOATING",The house soars into the air,0,house,soars,fly,fast ,short,Yes,Yes,air,null,null,into air,null,null,"The house soars into the air, sails billowing.",sails billowing,1,sails,billowing,,neutral,neutral,Yes,No,null,null,null,null,null,null,"The house soars into the air, sails billowing.",,,,,,,,,,,,,,,,"The house soars into the air, sails billowing.",,,,,,,,,,,,,,,,"The house soars into the air, sails billowing.",,,,,,,,,,,,,,,,"The house soars into the air, sails billowing.",,,,,,,,,,,,,,,,"The house soars into the air, sails billowing.",,,,,,,,,,,,,,,,"The house soars into the air, sails billowing.",,,,,,,,,,,,,,,,"The house soars into the air, sails billowing.",,,,,,,,,,,,,,,,"The house soars into the air, sails billowing.",,,,,,,,,,,,,,,,"The house soars into the air, sails billowing.",,,,,,,,,,,,,,,,"The house soars into the air, sails billowing.",,,,,,,,,,,,,,,
367,"Inside the house, Carl adjusts his steering, scans the skies. KNOCK KNOCK KNOCK. Carl's eyes go wide.","INT. CARL'S HOUSE, LIVING ROOM","Inside the house, Carl adjusts his steering",0,Carl,adjusts,touch,neutral,neutral,Yes,No,steering,null,Inside the house,null,null,null,"Inside the house, Carl adjusts his steering, scans the skies. KNOCK KNOCK KNOCK. Carl's eyes go wide.",Carl scans the skies,1,Carl,scans,lookAround,neutral,neutral,No,No,skies,null,null,null,null,null,"Inside the house, Carl adjusts his steering, scans the skies. KNOCK KNOCK KNOCK. Carl's eyes go wide.",Carl's eyes go wide,2,Carl's eyes,go,open,neutral,neutral,Yes,No,null,null,null,null,wide,null,"Inside the house, Carl adjusts his steering, scans the skies. KNOCK KNOCK KNOCK. Carl's eyes go wide.",,,,,,,,,,,,,,,,"Inside the house, Carl adjusts his steering, scans the skies. KNOCK KNOCK KNOCK. Carl's eyes go wide.",,,,,,,,,,,,,,,,"Inside the house, Carl adjusts his steering, scans the skies. KNOCK KNOCK KNOCK. Carl's eyes go wide.",,,,,,,,,,,,,,,,"Inside the house, Carl adjusts his steering, scans the skies. KNOCK KNOCK KNOCK. Carl's eyes go wide.",,,,,,,,,,,,,,,,"Inside the house, Carl adjusts his steering, scans the skies. KNOCK KNOCK KNOCK. Carl's eyes go wide.",,,,,,,,,,,,,,,,"Inside the house, Carl adjusts his steering, scans the skies. KNOCK KNOCK KNOCK. Carl's eyes go wide.",,,,,,,,,,,,,,,,"Inside the house, Carl adjusts his steering, scans the skies. KNOCK KNOCK KNOCK. Carl's eyes go wide.",,,,,,,,,,,,,,,,"Inside the house, Carl adjusts his steering, scans the skies. KNOCK KNOCK KNOCK. Carl's eyes go wide.",,,,,,,,,,,,,,,,"Inside the house, Carl adjusts his steering, scans the skies. KNOCK KNOCK KNOCK. Carl's eyes go wide.",,,,,,,,,,,,,,,
368,The house flies off into the sky.,"DUG
	Oh boy. Oh boy!
			EXT. CARL'S HOUSE, FLOATING - CONTINUOUS",The house flies off into the sky,0,house,flies,fly,neutral,neutral,Yes,Yes,sky,null,null,into sky,null,null,The house flies off into the sky.,,,,,,,,,,,,,,,,The house flies off into the sky.,,,,,,,,,,,,,,,,The house flies off into the sky.,,,,,,,,,,,,,,,,The house flies off into the sky.,,,,,,,,,,,,,,,,The house flies off into the sky.,,,,,,,,,,,,,,,,The house flies off into the sky.,,,,,,,,,,,,,,,,The house flies off into the sky.,,,,,,,,,,,,,,,,The house flies off into the sky.,,,,,,,,,,,,,,,,The house flies off into the sky.,,,,,,,,,,,,,,,,The house flies off into the sky.,,,,,,,,,,,,,,,,The house flies off into the sky.,,,,,,,,,,,,,,,
369,"Dogs play poker. Behind them, Russell flies past with the leaf blower. They turn to look.",INT. DIRIGIBLE - CONTINUOUS,Dogs play poker,0,Dogs,play,talk,neutral,neutral,Yes,No,pocket,null,null,null,null,null,"Dogs play poker. Behind them, Russell flies past with the leaf blower. They turn to look.","Behind them, Russell flies past with a leaf blower",1,Russell,flies,fly,neutral,neutral,Yes,Yes,leaf blower,null,behind them,past,null,null,"Dogs play poker. Behind them, Russell flies past with the leaf blower. They turn to look.",They turn to look,2,dogs,turn,turn,neutral,neutral,Yes,No,null,null,null,null,null,null,"Dogs play poker. Behind them, Russell flies past with the leaf blower. They turn to look.",,,,,,,,,,,,,,,,"Dogs play poker. Behind them, Russell flies past with the leaf blower. They turn to look.",,,,,,,,,,,,,,,,"Dogs play poker. Behind them, Russell flies past with the leaf blower. They turn to look.",,,,,,,,,,,,,,,,"Dogs play poker. Behind them, Russell flies past with the leaf blower. They turn to look.",,,,,,,,,,,,,,,,"Dogs play poker. Behind them, Russell flies past with the leaf blower. They turn to look.",,,,,,,,,,,,,,,,"Dogs play poker. Behind them, Russell flies past with the leaf blower. They turn to look.",,,,,,,,,,,,,,,,"Dogs play poker. Behind them, Russell flies past with the leaf blower. They turn to look.",,,,,,,,,,,,,,,,"Dogs play poker. Behind them, Russell flies past with the leaf blower. They turn to look.",,,,,,,,,,,,,,,,"Dogs play poker. Behind them, Russell flies past with the leaf blower. They turn to look.",,,,,,,,,,,,,,,
370,"Russell releases the balloons and picks up the leaf blower, ready for action.",INT. DIRIGIBLE - CONTINUOUS,Russel releases the balloons,0,Russell,releases,give,neutral,neutral,Yes,No,balloons,null,null,null,null,null,"Russell releases the balloons and picks up the leaf blower, ready for action.",Russell picks up the leafe blower,1,Russell,picks,pick,neutral,neutral,Yes,No,leaf blower,null,null,up,null,null,"Russell releases the balloons and picks up the leaf blower, ready for action.",,,,,,,,,,,,,,,,"Russell releases the balloons and picks up the leaf blower, ready for action.",,,,,,,,,,,,,,,,"Russell releases the balloons and picks up the leaf blower, ready for action.",,,,,,,,,,,,,,,,"Russell releases the balloons and picks up the leaf blower, ready for action.",,,,,,,,,,,,,,,,"Russell releases the balloons and picks up the leaf blower, ready for action.",,,,,,,,,,,,,,,,"Russell releases the balloons and picks up the leaf blower, ready for action.",,,,,,,,,,,,,,,,"Russell releases the balloons and picks up the leaf blower, ready for action.",,,,,,,,,,,,,,,,"Russell releases the balloons and picks up the leaf blower, ready for action.",,,,,,,,,,,,,,,,"Russell releases the balloons and picks up the leaf blower, ready for action.",,,,,,,,,,,,,,,,"Russell releases the balloons and picks up the leaf blower, ready for action.",,,,,,,,,,,,,,,
371,Muntz is about to throw a switch when he looks out the porthole. Flying toward him is CARL'S HOUSE!,"RUSSELL
	Let me go!
		BETA
	Scream all you want, small mailman.
		GAMMA
	None of your mailman friends can hear you.
		RUSSELL
	I'll unleash all my Wilderness Explorer training!",Muntz looks out the window,0,Muntz,looks,look,neutral,neutral,No,No,window,null,null,out,null,null,Muntz is about to throw a switch when he looks out the porthole. Flying toward him is CARL'S HOUSE!,CARL'S HOUSE flies toward him,1,CARL'S HOUSE,flies,fly,neutral,neutral,Yes,Yes,Muntz,null,null,toward,null,null,Muntz is about to throw a switch when he looks out the porthole. Flying toward him is CARL'S HOUSE!,,,,,,,,,,,,,,,,Muntz is about to throw a switch when he looks out the porthole. Flying toward him is CARL'S HOUSE!,,,,,,,,,,,,,,,,Muntz is about to throw a switch when he looks out the porthole. Flying toward him is CARL'S HOUSE!,,,,,,,,,,,,,,,,Muntz is about to throw a switch when he looks out the porthole. Flying toward him is CARL'S HOUSE!,,,,,,,,,,,,,,,,Muntz is about to throw a switch when he looks out the porthole. Flying toward him is CARL'S HOUSE!,,,,,,,,,,,,,,,,Muntz is about to throw a switch when he looks out the porthole. Flying toward him is CARL'S HOUSE!,,,,,,,,,,,,,,,,Muntz is about to throw a switch when he looks out the porthole. Flying toward him is CARL'S HOUSE!,,,,,,,,,,,,,,,,Muntz is about to throw a switch when he looks out the porthole. Flying toward him is CARL'S HOUSE!,,,,,,,,,,,,,,,,Muntz is about to throw a switch when he looks out the porthole. Flying toward him is CARL'S HOUSE!,,,,,,,,,,,,,,,,Muntz is about to throw a switch when he looks out the porthole. Flying toward him is CARL'S HOUSE!,,,,,,,,,,,,,,,
